Passenger 1 ID,Passenger 2 ID,Number of Flights Together
272,2197,5
946,3589,5
5212,9974,5
10067,11211,5
8471,8690,5
794,2988,5
7778,7800,5
752,7784,5
5438,10203,5
12508,12533,5
5912,5990,5
5747,12358,5
256,7400,5
11282,12163,5
1521,7180,5
8961,10327,5
5876,7799,5
10322,10394,5
1041,4337,5
3243,8363,5
10644,10899,5
4420,10196,5
4009,5421,5
4009,5404,5
975,4364,5
2941,4353,5
8040,11923,5
6857,6882,5
2925,13846,5
3554,3563,5
3502,3509,5
7801,9752,5
7520,8544,5
2288,3525,5
2268,3568,5
3269,4097,5
7539,7560,5
1263,1292,5
8594,10365,5
2560,3963,5
2276,3507,5
3925,5164,5
4927,4998,5
2773,4682,5
4609,4674,5
1940,8190,5
7002,10479,5
1898,13668,5
3671,3679,5
4584,4823,5
1762,7076,5
1608,5736,5
4917,9369,5
6208,9389,5
2054,9127,5
6114,7902,5
544,584,5
2902,7112,5
6668,6857,5
3589,5056,5
8004,8444,5
5669,8004,5
2560,3404,5
5422,5467,5
443,4914,5
5574,7064,5
5545,7062,5
9601,9684,5
2404,2436,5
5055,8195,5
683,5411,5
482,4576,5
2857,7082,5
174,2231,5
148,5522,5
148,9700,5
7656,9118,5
11120,11156,5
11148,11175,5
2967,8720,5
3447,6765,5
3626,4555,5
11378,12100,5
3322,3554,5
1263,5093,5
9626,9682,5
2334,2441,5
2951,2963,5
988,2928,5
3663,9822,5
3486,3758,5
9285,9295,5
7209,7242,5
10710,10788,5
2539,2586,5
5327,5350,5
8158,8775,5
92,7243,5
7860,8048,5
7860,10325,5
7243,9466,5
4441,4552,5
6750,8007,5
3021,3049,5
2124,2134,5
998,10023,5
8867,9539,5
6915,9703,5
385,1002,5
308,1073,5
309,1002,5
8036,9152,5
1651,3702,5
1651,2065,5
7995,12553,5
6017,6817,5
324,5761,5
5491,5788,5
6824,6878,5
3120,6854,5
2734,6469,5
438,4481,5
2185,2970,5
6844,6885,5
4338,6322,5
5571,9934,5
6020,8403,5
2939,5414,5
2886,6100,5
3677,3700,5
3604,3672,5
5737,5746,5
5733,5799,5
328,1057,5
750,761,5
716,786,5
724,743,5
382,395,5
309,324,5
706,747,5
1025,1029,5
3988,3990,5
11811,11834,5
2262,2277,5
7077,7088,5
10456,10485,5
2205,2299,5
6453,8036,5
1357,8348,5
7319,11180,5
3677,11917,5
2176,2196,5
756,5592,5
926,12126,5
3518,3593,5
1230,3735,5
6032,6045,5
1005,2541,5
292,295,5
2548,13561,5
6857,9540,5
7721,13284,5
2964,10067,5
5007,6067,5
3806,7172,5
6977,6984,5
6978,8830,5
83,8686,5
1351,4377,5
4010,4398,5
855,7502,5
1289,12298,5
9516,12557,5
5923,5954,5
9704,9753,5
2926,10334,5
3590,10397,5
2857,10396,5
10313,10346,5
10327,10352,5
1677,10384,5
1296,8266,5
2544,4363,5
7747,8017,5
167,8562,5
2529,4553,5
5332,12582,5
407,4009,5
4044,5414,5
5467,5479,5
1696,4059,5
1696,5439,5
3569,3587,5
3567,3587,5
2851,7801,5
2755,5799,5
3527,4430,5
3527,3991,5
202,3928,5
1651,4632,5
6093,8232,5
6786,7662,5
5509,7820,5
283,3866,5
1296,6987,5
1673,4713,5
2054,10328,5
2914,2944,5
2234,8803,5
2242,3504,5
4988,5455,5
9601,9628,5
2496,2500,5
7998,8445,5
5464,5710,5
3883,4576,5
2024,9699,5
3064,4202,5
148,1849,5
3064,10701,5
9386,10497,5
4641,8363,5
3798,3934,5
8149,9383,5
352,2982,5
1358,3578,5
2932,3635,5
866,1338,5
10712,10731,5
10791,10795,5
1482,4827,5
490,1300,5
2699,3924,5
2576,2586,5
3847,4546,5
4546,4595,5
1436,4182,5
92,1214,5
92,10325,5
905,7662,5
3802,5668,5
5584,11027,5
5716,5979,5
1753,9653,5
5769,7902,5
402,2565,5
6825,6878,5
2759,6870,5
6039,6897,5
1865,5744,5
2032,3931,5
592,1531,5
1352,8078,5
10478,11285,5
1853,6100,5
5718,5758,5
758,797,5
733,781,5
746,778,5
364,385,5
712,739,5
6673,6694,5
1082,3046,5
1252,2669,5
13734,13788,5
14705,14741,5
14771,14797,5
2244,2252,5
5867,9156,5
3921,10862,5
10179,11633,5
92,953,5
4209,4284,5
13605,13647,5
300,4449,5
3582,4464,5
170,3016,5
7162,9924,5
9505,9513,5
6783,9997,5
218,281,5
3471,3477,5
3421,3436,5
4770,13571,5
2588,5201,5
6067,7661,5
8446,8660,5
2054,6111,5
4563,5435,5
1798,2743,5
9793,9924,5
5918,5996,5
9862,10478,5
12883,12891,5
6084,10327,5
1389,7220,5
7768,10371,5
736,1296,5
728,2117,5
1064,8424,5
3090,8017,5
2959,5423,5
928,4017,5
4395,5481,5
6030,9752,5
2062,3661,5
582,4070,5
1572,2560,5
3533,12273,5
4665,4993,5
4593,4632,5
622,4933,5
4249,8037,5
5566,5789,5
2886,8190,5
8888,9703,5
1898,9956,5
2247,3570,5
6507,9083,5
10097,11225,5
8128,9331,5
7881,9385,5
4591,6777,5
11275,11276,5
2581,11276,5
4841,8589,5
5796,10449,5
1464,5669,5
1598,3991,5
443,4552,5
6220,11553,5
12231,14018,5
300,4553,5
9619,9686,5
1230,8132,5
2906,7868,5
441,7820,5
2945,4451,5
3002,5522,5
61,2336,5
2279,3537,5
2223,3509,5
1822,12520,5
938,2868,5
4881,9859,5
7008,7327,5
2573,4401,5
10756,10770,5
10770,10779,5
8671,9242,5
12439,12486,5
1298,2699,5
2539,2568,5
8158,9834,5
1917,3286,5
4283,5423,5
7643,10377,5
9834,10325,5
631,7986,5
663,3177,5
2130,2145,5
5922,7625,5
10595,10653,5
774,5145,5
308,1002,5
721,5148,5
1182,7868,5
3590,7832,5
8132,10812,5
6824,6829,5
6870,6893,5
5788,6872,5
2185,9751,5
511,574,5
2702,4786,5
3309,11285,5
5380,10010,5
1569,8485,5
4399,4904,5
5766,8093,5
3962,11290,5
8211,11290,5
15153,15188,5
173,190,5
3637,3689,5
5772,5797,5
5758,5773,5
1051,1057,5
395,1057,5
721,772,5
731,781,5
706,750,5
1001,1072,5
747,774,5
381,1001,5
4017,5406,5
7392,7776,5
793,10380,5
703,793,5
4496,5963,5
1205,1272,5
2243,2248,5
7067,7096,5
10417,10433,5
10402,10407,5
3837,8257,5
3090,3837,5
2518,3837,5
270,2082,5
7121,8465,5
10975,11957,5
6084,10112,5
540,4623,5
1029,1333,5
1095,2982,5
9721,13203,5
1914,1954,5
227,4495,5
3926,11804,5
7810,7829,5
1011,1086,5
478,6976,5
2504,2719,5
746,3436,5
2244,6843,5
772,3413,5
8818,10731,5
183,5101,5
10244,10938,5
2905,7120,5
22,4182,5
2453,7172,5
5800,6932,5
4530,4544,5
202,2747,5
1016,2408,5
6929,8521,5
4845,4876,5
5918,5919,5
2247,5037,5
435,10130,5
14071,14093,5
3590,5668,5
10313,10325,5
4269,5696,5
4170,10083,5
8584,10833,5
2939,4373,5
930,4025,5
4080,5471,5
2717,5423,5
1482,4044,5
2941,5479,5
3502,3540,5
11018,11676,5
2328,3682,5
2075,3661,5
3665,9707,5
1586,3991,5
4628,4646,5
4607,4671,5
5025,5084,5
4449,6776,5
5096,5652,5
663,7082,5
95,5505,5
3590,8441,5
2797,9791,5
3846,5732,5
7580,7774,5
6548,8266,5
557,2108,5
6471,10022,5
6317,9127,5
3508,3627,5
1230,7601,5
13869,13900,5
6777,6783,5
4550,5442,5
528,544,5
2909,4827,5
3247,4636,5
1070,1089,5
4082,4400,5
4060,4063,5
8160,11528,5
10196,13264,5
9601,9693,5
1320,1396,5
1321,1387,5
3590,7685,5
4774,7560,5
1849,8262,5
11140,11198,5
11187,11199,5
4288,10167,5
4036,6208,5
2868,7624,5
13272,13296,5
544,4170,5
154,416,5
941,2263,5
130,2977,5
5653,5691,5
1668,8945,5
694,7718,5
10727,10770,5
11450,12587,5
1008,8988,5
1542,2608,5
1437,1849,5
3858,4546,5
1108,2775,5
8206,8224,5
92,9410,5
2745,2747,5
3286,9410,5
3253,8976,5
2973,8048,5
4868,7967,5
3011,3024,5
11011,11060,5
5056,10253,5
4728,5132,5
774,5156,5
1329,7318,5
9653,10762,5
6001,8132,5
10507,13636,5
6825,6830,5
6858,6898,5
477,6832,5
477,4674,5
6839,6896,5
5788,6870,5
5788,6408,5
3544,6854,5
6829,6889,5
438,6408,5
455,3609,5
1146,1183,5
8020,11521,5
5819,8073,5
1244,8402,5
1053,1532,5
5590,6020,5
954,9445,5
5758,5800,5
5743,5746,5
5760,5769,5
324,1056,5
761,1031,5
1043,1044,5
703,712,5
737,772,5
5402,5477,5
7776,8320,5
43,1536,5
2185,2196,5
11274,11727,5
3409,5072,5
1465,2776,5
1074,1248,5
12810,12850,5
1303,1386,5
1321,1386,5
5447,6116,5
2205,2233,5
10412,10434,5
8509,8562,5
3926,4204,5
1032,1966,5
391,9992,5
953,10112,5
9988,11687,5
4299,9773,5
103,4774,5
1143,13822,5
2401,6937,5
478,3820,5
4721,4792,5
932,11610,5
618,876,5
4957,6591,5
7194,13221,5
5754,7721,5
6591,12338,5
2645,3688,5
4182,4916,5
11137,11946,5
343,1238,5
3920,6036,5
3124,8078,5
3124,4389,5
4022,4057,5
4010,4022,5
446,4611,5
5096,5438,5
300,11522,5
9822,12508,5
5948,5963,5
9704,9786,5
9728,9766,5
2383,2478,5
5922,5996,5
6447,10334,5
1078,7768,5
2117,8194,5
10497,10819,5
614,10058,5
237,8424,5
1041,4364,5
9376,10576,5
4090,8729,5
2939,4052,5
1371,5416,5
975,5490,5
1482,4011,5
2969,5491,5
4502,5356,5
5328,5379,5
646,693,5
4609,4630,5
4614,4656,5
4270,9628,5
5672,9642,5
5579,6813,5
4249,8068,5
3330,4249,5
3639,3698,5
5132,6053,5
1673,7881,5
9127,9331,5
9359,10097,5
525,2138,5
4453,11276,5
556,1678,5
1343,7349,5
2251,6003,5
7194,12552,5
6006,6090,5
855,2100,5
3861,4430,5
4346,5450,5
1643,3940,5
12231,14060,5
9601,9622,5
1321,1358,5
288,6013,5
1849,3064,5
9495,11062,5
11183,11194,5
4700,10786,5
5759,5962,5
1287,2675,5
2236,3681,5
2427,3675,5
2708,2785,5
7242,8979,5
2674,3556,5
8983,9000,5
8920,8963,5
10712,10779,5
11821,11868,5
3235,13637,5
839,894,5
839,843,5
801,862,5
851,868,5
1581,1598,5
650,2510,5
1576,1581,5
7860,9098,5
6819,8510,5
2111,2190,5
11041,11060,5
11069,11074,5
3416,8519,5
2207,2290,5
4072,7820,5
975,3093,5
2685,3615,5
4810,12286,5
950,2773,5
6830,6869,5
3576,6870,5
5720,6008,5
8411,9513,5
4726,5812,5
5220,5243,5
3615,4194,5
352,3615,5
1845,3913,5
4735,11285,5
9258,10548,5
9991,13803,5
6876,8068,5
2463,2489,5
3607,3672,5
5725,5775,5
729,774,5
707,1007,5
707,729,5
716,731,5
730,750,5
330,395,5
5451,5483,5
5406,5410,5
3644,4400,5
5410,7469,5
10446,11537,5
5402,5467,5
3929,3968,5
4351,4363,5
5342,5393,5
10597,12537,5
4208,4270,5
3970,9324,5
2702,4249,5
721,5059,5
9721,10591,5
2451,2459,5
381,3405,5
2482,3370,5
3472,6951,5
7602,7629,5
272,3483,5
2430,2699,5
1651,3546,5
1143,4178,5
1752,2392,5
183,4685,5
10205,13571,5
6932,7430,5
3849,7172,5
9052,9069,5
1261,3919,5
11420,11432,5
1641,10837,5
11954,12000,5
7579,7919,5
5950,5972,5
9755,9786,5
1013,5383,5
5009,10461,5
264,6622,5
1555,10569,5
2964,4827,5
5304,6416,5
7240,7937,5
6707,10334,5
1078,7298,5
211,6813,5
479,3117,5
1505,4170,5
3759,6764,5
7780,9252,5
1242,9890,5
5466,5467,5
1818,4044,5
4364,5429,5
3502,3537,5
3510,3571,5
844,3148,5
3442,6921,5
1586,3940,5
1801,2544,5
1476,1801,5
622,5096,5
3503,6786,5
420,8084,5
1673,9395,5
4713,9127,5
9493,10089,5
7881,8684,5
5116,11280,5
2326,7601,5
4497,7606,5
3292,4497,5
501,565,5
3887,5372,5
1436,2143,5
4541,8803,5
3861,5467,5
1046,5455,5
1538,4646,5
1330,1358,5
2425,2496,5
2718,5850,5
5055,7998,5
441,3278,5
441,6813,5
61,4034,5
2206,3515,5
1475,9057,5
9380,10271,5
12516,12589,5
9111,11332,5
309,2491,5
141,3502,5
1338,7718,5
1201,9017,5
5113,5198,5
1511,7059,5
7220,7243,5
10727,10756,5
10744,10779,5
11011,12841,5
2522,2563,5
369,1269,5
1263,1413,5
92,5546,5
3015,3093,5
1182,7832,5
477,5443,5
6855,6878,5
6829,6885,5
7236,10104,5
3275,3300,5
1789,8411,5
2939,8485,5
4470,5910,5
3119,3226,5
3643,3653,5
3672,3700,5
3637,3643,5
5716,5768,5
796,7850,5
785,792,5
730,786,5
746,786,5
330,366,5
315,354,5
315,334,5
703,704,5
1023,1044,5
719,743,5
719,734,5
762,785,5
1007,1073,5
3284,4215,5
12002,12052,5
3752,4400,5
1439,1484,5
2204,2220,5
2288,2300,5
2245,2285,5
9366,10004,5
548,8798,5
7319,11469,5
11649,11690,5
1337,9906,5
8427,10179,5
2138,2170,5
2719,8964,5
147,9245,5
5586,6752,5
13614,13623,5
5645,6182,5
1377,2972,5
7814,7837,5
1033,1052,5
9902,9997,5
3402,3477,5
272,3188,5
798,2387,5
7099,11587,5
2588,4770,5
1591,4957,5
5212,8810,5
5101,8057,5
2112,11587,5
4590,5352,5
9068,9077,5
348,8514,5
1493,7532,5
5216,5269,5
2684,5101,5
7591,11728,5
5919,5952,5
5952,5997,5
9713,9728,5
1021,10130,5
398,5876,5
614,5016,5
237,4217,5
1041,8194,5
2201,10899,5
855,6113,5
9238,9252,5
8909,9821,5
1740,9821,5
4042,5500,5
1666,5499,5
4025,5443,5
2867,4012,5
4388,5491,5
4339,5421,5
2665,2700,5
2293,3578,5
1417,7565,5
2281,3539,5
8030,8574,5
173,2100,5
4671,4690,5
1635,5579,5
485,6093,5
9280,10206,5
3624,3681,5
9127,9421,5
5116,6114,5
135,12747,5
932,3958,5
7898,9014,5
1572,4914,5
952,11508,5
163,4338,5
9618,9622,5
9618,9677,5
5330,8729,5
1849,2345,5
191,484,5
3064,5503,5
1822,10796,5
4002,4371,5
2092,9101,5
11878,11880,5
1263,10310,5
912,3571,5
988,2427,5
878,2471,5
1289,3141,5
10737,10744,5
9355,10685,5
11011,12600,5
1722,5370,5
9410,10377,5
385,1026,5
7740,7770,5
456,11871,5
6847,6872,5
5481,5761,5
5481,5706,5
2759,6855,5
6836,6880,5
1619,2993,5
2294,4373,5
950,6008,5
5443,6817,5
6833,6869,5
4316,6864,5
1074,4335,5
435,3309,5
11327,11355,5
7059,13803,5
5911,6447,5
5590,8068,5
5758,5797,5
5736,5738,5
792,795,5
360,709,5
716,737,5
740,773,5
330,385,5
731,771,5
701,749,5
5408,5459,5
3937,6027,5
4903,4916,5
4984,5470,5
4340,4376,5
2242,2285,5
2285,2298,5
10418,10496,5
3519,8882,5
4502,6104,5
6459,13268,5
9340,9394,5
9366,10046,5
12403,12424,5
601,5417,5
4444,10975,5
360,9324,5
2101,2143,5
1735,6486,5
1468,1486,5
2895,5813,5
8518,8545,5
4862,5592,5
1970,1972,5
478,10371,5
855,4274,5
3421,3444,5
263,281,5
9864,12197,5
3242,3293,5
2588,6067,5
6293,13571,5
5754,13221,5
2964,11587,5
888,6585,5
1341,9077,5
1096,5374,5
711,753,5
4084,4398,5
5925,5956,5
5945,5986,5
5018,5094,5
6929,10196,5
1289,2684,5
4827,8871,5
4217,8424,5
237,4584,5
1064,2744,5
4056,8006,5
10267,10833,5
2754,5956,5
2783,4012,5
3578,3589,5
7778,7859,5
2260,3523,5
1246,4955,5
2306,3649,5
4020,4059,5
1586,4945,5
1808,4614,5
4609,4700,5
6074,8058,5
243,3137,5
3671,3681,5
7641,8323,5
2458,4675,5
6471,9493,5
11291,11627,5
3898,4550,5
6823,11911,5
1871,4524,5
9347,9532,5
12159,12189,5
8706,8785,5
4020,4072,5
4945,4967,5
1046,4988,5
719,3670,5
1358,1387,5
8190,8353,5
2326,3735,5
441,8289,5
625,2926,5
484,4451,5
392,484,5
497,2231,5
6560,7560,5
11130,11173,5
11142,11193,5
3447,5403,5
3734,3798,5
4973,5634,5
132,3415,5
2033,2378,5
5741,9665,5
132,2350,5
8963,8979,5
8958,8965,5
8958,8969,5
7248,7278,5
4774,10762,5
10704,10791,5
855,860,5
1300,2521,5
331,2655,5
211,2600,5
3955,3978,5
1066,1287,5
1576,1587,5
2573,2586,5
229,3171,5
8245,8246,5
3153,10107,5
92,3286,5
3760,5544,5
4552,9874,5
2110,2154,5
11062,11069,5
4237,10551,5
7082,8297,5
184,4481,5
3544,6889,5
5620,6127,5
1933,4981,5
4410,6099,5
2825,9227,5
5451,10458,5
5989,8403,5
1340,8329,5
1740,9445,5
5737,5779,5
750,763,5
730,781,5
705,764,5
740,743,5
1218,7737,5
1444,2783,5
167,3087,5
1208,1248,5
759,3447,5
4320,4379,5
4329,4340,5
1956,5742,5
2054,6847,5
14705,14750,5
1133,11812,5
2281,2282,5
2229,2244,5
10439,10451,5
5760,5905,5
3021,9893,5
9696,13637,5
3030,4796,5
4514,11957,5
4707,6084,5
147,4404,5
3579,4465,5
350,10728,5
930,951,5
3508,6741,5
3823,6056,5
5503,10705,5
923,3589,5
356,6293,5
2162,4778,5
732,4046,5
3670,5435,5
643,6188,5
8045,10658,5
8544,10382,5
2684,12298,5
12133,12177,5
6598,7073,5
3439,5359,5
5359,9684,5
5958,10809,5
4483,4827,5
7220,10334,5
2117,11007,5
1296,1378,5
2174,4269,5
241,5016,5
3663,8006,5
855,4170,5
10243,10267,5
7877,13651,5
1466,1850,5
1484,4052,5
1314,4011,5
2249,3651,5
7565,8590,5
1572,3940,5
3309,6122,5
1865,4700,5
167,7153,5
2049,5997,5
1598,4967,5
398,2822,5
4647,5055,5
1308,1581,5
2462,2496,5
2262,3516,5
1982,9690,5
3590,5566,5
3123,9956,5
3273,5390,5
2479,5530,5
1079,11280,5
5941,11272,5
2097,4496,5
2100,10899,5
4715,7381,5
4632,4647,5
1444,1548,5
3937,4552,5
603,8059,5
9777,11683,5
17,11353,5
5411,5509,5
2038,2326,5
9010,9044,5
2841,5330,5
382,8260,5
497,6729,5
4202,6560,5
3064,5522,5
3064,10702,5
2223,3537,5
5925,8981,5
2811,6583,5
2335,2458,5
5430,13819,5
13819,13900,5
978,12323,5
13861,13872,5
1338,7242,5
4731,4744,5
6731,8674,5
3941,3966,5
2608,2674,5
1005,2801,5
8235,8295,5
92,10179,5
594,4058,5
1534,10731,5
8307,8384,5
11011,11062,5
435,10631,5
1670,4121,5
1739,10595,5
9369,9599,5
10573,12189,5
5494,6885,5
6039,6817,5
5769,5993,5
6839,6870,5
8399,8411,5
8399,10431,5
8411,10315,5
551,5232,5
3147,7676,5
1563,4335,5
1146,5812,5
5596,6807,5
5596,5989,5
3177,8037,5
3477,6052,5
4983,8037,5
3938,12578,5
2026,3609,5
3604,3691,5
3604,3612,5
173,2440,5
6515,10988,5
747,778,5
764,793,5
308,360,5
5476,5496,5
4455,4487,5
4227,5798,5
747,764,5
3929,3988,5
4331,4359,5
1386,3746,5
14018,14077,5
2233,2248,5
2241,2300,5
10466,10473,5
10417,10470,5
479,9271,5
3536,6478,5
12121,12181,5
2379,6523,5
3299,7336,5
1143,12040,5
6293,9950,5
13541,13822,5
1788,9805,5
358,4322,5
3977,13669,5
7606,7662,5
746,3491,5
394,4764,5
2244,4082,5
4957,6323,5
11587,13284,5
4896,6930,5
5800,7430,5
1762,4030,5
6382,8045,5
2408,9511,5
6186,6188,5
4121,7068,5
7131,9618,5
264,10749,5
4483,11594,5
368,2515,5
14070,14071,5
12977,12993,5
12844,12862,5
1378,4269,5
3112,3416,5
10644,10833,5
782,7859,5
10016,10243,5
8017,8596,5
6447,8584,5
10858,12582,5
2939,5464,5
1666,4309,5
1464,4399,5
4011,5495,5
2076,2472,5
3509,3578,5
3545,3694,5
7837,11874,5
366,399,5
338,363,5
4671,4696,5
1816,1830,5
4675,4700,5
6776,9628,5
9072,9095,5
4580,4689,5
7950,9359,5
637,1079,5
7881,9493,5
135,12771,5
1911,10847,5
556,2718,5
932,2581,5
2718,5669,5
3483,5303,5
2234,4541,5
5796,7381,5
7611,12552,5
6633,7611,5
9648,9677,5
9602,9619,5
2452,2492,5
2408,2471,5
2433,2440,5
4793,12380,5
3364,13731,5
9386,9539,5
8358,8466,5
5416,11972,5
938,5693,5
3551,10310,5
11833,11883,5
2556,3102,5
5637,5653,5
234,1201,5
91,8237,5
10744,10770,5
7209,10726,5
11808,11842,5
139,968,5
5516,8590,5
1247,1569,5
2510,2560,5
266,2573,5
6061,9098,5
3278,10377,5
3356,5447,5
3741,9834,5
6857,8260,5
8375,8384,5
381,773,5
6818,6894,5
1829,9152,5
501,8348,5
6882,13594,5
13217,13594,5
212,215,5
3117,3199,5
6866,6872,5
2759,6872,5
4969,5977,5
6071,6896,5
5761,6064,5
3220,5815,5
1916,1938,5
1877,4657,5
451,6418,5
1853,6080,5
9501,10382,5
4791,6515,5
9523,10667,5
334,1031,5
705,762,5
740,750,5
309,330,5
774,797,5
712,752,5
701,793,5
749,768,5
1458,2767,5
5402,5410,5
774,4091,5
3631,5674,5
2370,2377,5
759,2620,5
4948,4996,5
14718,14750,5
2278,2299,5
10468,10473,5
10424,10465,5
12537,12598,5
391,2310,5
9992,11699,5
1955,9954,5
7053,13295,5
1914,1942,5
1923,1954,5
18,7544,5
930,933,5
1351,2754,5
993,2911,5
4897,8017,5
7653,10371,5
9950,9963,5
3508,4274,5
244,247,5
2334,3537,5
4957,13564,5
1769,5754,5
6950,7110,5
2285,2453,5
9019,9031,5
11408,11478,5
4010,4071,5
7719,7793,5
4502,4563,5
4784,10196,5
889,1992,5
5944,5950,5
1561,8001,5
10569,12358,5
8048,10389,5
6707,10397,5
7298,10396,5
10353,10384,5
8006,10497,5
5016,10058,5
9386,10541,5
1505,6113,5
2511,5494,5
4399,5498,5
2969,4309,5
2969,5498,5
1696,5421,5
4053,5456,5
942,2597,5
7810,10550,5
2328,3668,5
3876,3895,5
4655,4668,5
1545,2488,5
10653,11186,5
1538,1548,5
1884,4690,5
5361,6154,5
5096,9642,5
622,5683,5
5579,5789,5
6796,7820,5
4793,11280,5
1158,1955,5
7240,10954,5
2503,3275,5
210,7706,5
420,6953,5
1673,7950,5
1079,10015,5
613,935,5
1436,2401,5
6084,10320,5
3404,5450,5
1643,5450,5
1464,11272,5
9660,9684,5
388,9677,5
9610,9664,5
2413,2430,5
625,3278,5
3364,4516,5
1637,7898,5
11119,11187,5
253,1158,5
4398,6208,5
1255,2635,5
92,633,5
2923,2946,5
624,6523,5
2325,3654,5
3589,8598,5
3589,9252,5
8598,9258,5
9235,9288,5
10727,10779,5
7209,10799,5
1715,10799,5
3889,13753,5
1247,3940,5
215,3162,5
1598,3914,5
3901,3955,5
4200,4575,5
3815,5313,5
3153,3802,5
320,3154,5
5395,11886,5
8374,8380,5
11011,11090,5
9097,11046,5
6827,8519,5
888,1670,5
309,727,5
402,2586,5
6039,6874,5
950,6855,5
6817,6885,5
5977,6847,5
6814,6897,5
3120,6864,5
6833,6854,5
6824,6897,5
3357,7676,5
5757,6099,5
1467,4387,5
5426,6100,5
1613,6773,5
6876,8411,5
2432,2465,5
1265,9240,5
729,759,5
305,376,5
771,774,5
746,758,5
703,709,5
5463,5467,5
2783,5467,5
10261,11534,5
1444,1484,5
1432,2816,5
494,3971,5
1012,2620,5
4344,4361,5
1406,6059,5
2282,2288,5
258,7373,5
8702,8749,5
4233,4241,5
1573,11450,5
4623,10943,5
2385,5319,5
6931,8548,5
1673,5867,5
13244,13819,5
2969,4483,5
1472,2249,5
9963,9968,5
3440,3444,5
263,3195,5
6323,6591,5
10067,13561,5
1753,1772,5
2620,5978,5
7719,7759,5
1431,4784,5
9704,9713,5
1641,10352,5
4293,8006,5
6548,10243,5
3117,10899,5
8835,10016,5
2514,10394,5
7864,11095,5
975,5494,5
2783,4044,5
1484,4059,5
1335,5207,5
1562,9833,5
7837,10716,5
7825,8353,5
1423,7026,5
1538,1586,5
4671,4700,5
2709,2742,5
1828,4993,5
4609,4945,5
4933,9611,5
11498,12109,5
9333,9537,5
3132,3137,5
264,625,5
2251,10802,5
3620,3648,5
1673,9955,5
5748,9331,5
3867,7656,5
212,9212,5
6011,6036,5
6011,11627,5
3855,4035,5
7369,7389,5
1871,3247,5
3880,10806,5
2234,9540,5
3663,7853,5
2521,5406,5
4346,4523,5
5574,11515,5
9620,9640,5
9642,9664,5
9611,9649,5
2718,7998,5
6703,6750,5
3093,7662,5
5546,5554,5
191,497,5
148,9699,5
7656,10331,5
11173,11193,5
1042,4398,5
1321,10697,5
949,957,5
6465,9824,5
2684,5693,5
528,633,5
4628,4640,5
1358,3571,5
3515,11020,5
186,2063,5
91,816,5
544,1511,5
8958,8963,5
8968,8993,5
7526,10229,5
3865,12298,5
815,835,5
1066,3966,5
299,490,5
275,3162,5
1243,1598,5
3153,4441,5
9030,9098,5
3356,8775,5
4441,7243,5
4441,8158,5
3741,8158,5
12738,12759,5
2111,2173,5
8316,8398,5
5584,11046,5
9202,9858,5
774,5122,5
382,721,5
997,5977,5
6866,6878,5
1619,5771,5
1884,6469,5
5993,6016,5
3576,6869,5
4373,6874,5
6855,6893,5
8010,10431,5
6541,8542,5
848,5854,5
1214,3609,5
511,594,5
7581,7770,5
9418,9822,5
10513,10552,5
1569,8093,5
5989,8402,5
1613,3177,5
1244,5989,5
1532,5414,5
3962,8211,5
5743,5757,5
6515,10667,5
680,1268,5
3551,10701,5
707,768,5
328,1029,5
703,747,5
1001,1044,5
743,778,5
727,768,5
2219,2230,5
8642,9742,5
437,1666,5
86,6899,5
4371,4387,5
8400,14092,5
6864,12981,5
14703,14705,5
1133,6860,5
3608,7568,5
13549,13594,5
1229,12210,5
1143,8702,5
391,1573,5
3921,6084,5
12113,12430,5
4213,4221,5
5564,6486,5
6743,8263,5
1961,1992,5
1906,1964,5
4089,5760,5
1288,1377,5
975,994,5
1369,2968,5
3303,4734,5
3472,6937,5
3178,7924,5
9901,9918,5
4744,5095,5
3410,3414,5
292,815,5
712,4685,5
7194,10938,5
745,1702,5
7486,7581,5
6111,10097,5
281,2802,5
4092,4398,5
7741,7763,5
7724,7761,5
344,3645,5
4917,8871,5
12508,12558,5
264,1410,5
7832,11171,5
2653,5101,5
877,3101,5
5737,10353,5
3590,10389,5
10356,10373,5
10315,10396,5
1078,6805,5
3117,10644,5
3090,10576,5
1475,8584,5
281,10334,5
1254,6113,5
2959,5498,5
1371,4309,5
1371,4373,5
1666,5495,5
4025,5500,5
4364,5495,5
1472,5022,5
4574,5378,5
2062,2260,5
4678,5026,5
1209,2486,5
1853,1865,5
3404,4523,5
1819,4641,5
1982,5683,5
2906,5505,5
1337,8276,5
1429,6706,5
6335,7350,5
1898,10802,5
4917,6317,5
4713,5653,5
4534,4814,5
4919,5303,5
1434,2354,5
4253,8964,5
4494,11407,5
3963,5420,5
2596,4430,5
1046,1572,5
9619,9640,5
9628,9679,5
606,1230,5
95,7039,5
4468,6813,5
2776,6750,5
2776,7082,5
484,1849,5
2024,9066,5
11119,11176,5
9271,9380,5
782,1155,5
9850,9859,5
2303,2378,5
5054,11073,5
2869,8704,5
2279,2441,5
2427,2932,5
2405,3620,5
9201,9258,5
11107,11123,5
291,1800,5
8936,8968,5
11842,11885,5
594,5243,5
3238,3992,5
8674,12587,5
6731,13731,5
11730,11767,5
293,443,5
3906,3914,5
2554,2667,5
1722,3858,5
2745,4772,5
8048,10368,5
2973,7243,5
3049,3096,5
3713,3779,5
4072,8216,5
9369,12286,5
