passengerId1,passengerId2,numberOfFlightsTogether
5735,5766,4
5706,5755,4
5724,5779,4
2523,3111,4
618,1028,4
2792,4991,4
1884,4904,4
2280,4700,4
1928,2160,4
2105,3157,4
366,2635,4
366,1649,4
5944,5946,4
1963,3250,4
2190,3706,4
6363,6396,4
6314,6350,4
1371,6003,4
5478,6061,4
3527,4903,4
3492,3998,4
4346,4646,4
6808,6818,4
4205,5025,4
3670,3998,4
2848,4552,4
7019,7055,4
7025,7080,4
7070,7096,4
7307,7375,4
7537,7591,4
2869,5738,4
4190,7514,4
2182,4248,4
1020,1822,4
486,1697,4
8238,8269,4
8228,8234,4
8208,8221,4
485,3694,4
3307,4341,4
8331,8351,4
7741,8384,4
3849,7149,4
2313,3105,4
3547,6430,4
420,1641,4
224,5962,4
6120,8240,4
1581,5733,4
2088,7186,4
826,7545,4
2143,5303,4
6937,7433,4
6975,7439,4
5946,6962,4
6071,6839,4
6071,6854,4
6016,6855,4
1619,6874,4
6001,6893,4
477,6075,4
959,6878,4
959,6880,4
6075,6833,4
5500,6830,4
6077,6832,4
184,6825,4
2294,5964,4
6469,6855,4
5734,6096,4
7526,7608,4
1888,3642,4
7770,8209,4
3278,4072,4
1635,3855,4
2906,7601,4
8901,8915,4
8947,8952,4
2453,7433,4
1641,5546,4
1570,2928,4
8142,8686,4
592,1183,4
6127,6365,4
5869,8251,4
9007,9066,4
9062,9078,4
572,7666,4
8544,8825,4
1386,3979,4
3533,8076,4
2569,7858,4
6339,9040,4
5411,6703,4
3883,6805,4
1042,7909,4
1544,7612,4
1084,3356,4
9373,9394,4
4484,8542,4
1430,3660,4
9610,9659,4
9768,9774,4
3275,5109,4
2875,9079,4
10002,10073,4
1607,9956,4
3090,4165,4
428,3758,4
2155,3432,4
4142,7506,4
4319,8961,4
5672,9624,4
1982,9649,4
2030,5137,4
1796,2262,4
7661,9586,4
3311,9394,4
1059,5775,4
4451,8983,4
2201,8658,4
6827,8642,4
5533,8658,4
10338,10397,4
3483,8846,4
3925,10046,4
3760,5789,4
10453,10494,4
10460,10500,4
10482,10483,4
1055,9443,4
7696,9418,4
848,9430,4
4460,5010,4
1652,7020,4
3590,5876,4
9441,10325,4
5662,9500,4
10609,10693,4
2586,9935,4
760,3020,4
2123,7023,4
1112,1740,4
1638,6782,4
1020,3754,4
10713,10726,4
10751,10778,4
293,1636,4
11129,11157,4
11142,11156,4
11115,11132,4
11122,11130,4
11136,11198,4
8165,11276,4
4467,11256,4
2354,10737,4
10937,11049,4
2272,11030,4
10576,10661,4
6447,9758,4
1321,10576,4
2581,6468,4
3677,8195,4
7349,8445,4
2975,3332,4
11060,11368,4
8045,11438,4
8403,10841,4
2976,7844,4
7995,8732,4
11954,11965,4
11965,12000,4
5093,6165,4
5513,8348,4
1670,2489,4
1670,4364,4
2108,4121,4
557,7706,4
728,6053,4
2503,5016,4
5380,11939,4
11408,11987,4
12017,12068,4
690,9757,4
3223,4293,4
4872,6468,4
10446,10525,4
269,6783,4
4165,10841,4
5207,7834,4
3299,11833,4
1056,2437,4
5096,6464,4
1240,11883,4
1966,10310,4
8353,10767,4
5277,6777,4
8841,11660,4
7327,11834,4
3413,11794,4
5653,10024,4
8368,10097,4
9685,11745,4
1417,10784,4
4314,8541,4
1185,3538,4
348,1016,4
6333,8594,4
3316,5278,4
9376,10016,4
10116,11953,4
5803,6865,4
4287,5395,4
1687,2715,4
1178,10243,4
3779,9512,4
130,8353,4
1337,11243,4
8427,11243,4
8427,11633,4
1253,11730,4
8830,10354,4
7980,11045,4
1561,5226,4
4227,5136,4
12551,12583,4
420,10683,4
1189,2185,4
1218,6823,4
10975,11687,4
1828,7427,4
687,8290,4
10512,10847,4
4927,10847,4
45,10512,4
1323,4927,4
996,1954,4
5417,6843,4
9620,9954,4
2702,4147,4
9749,11483,4
11727,12841,4
3491,10016,4
5690,12452,4
8961,11712,4
5361,6511,4
651,12173,4
9242,11513,4
4362,12273,4
13424,13445,4
8411,9146,4
13640,13672,4
13623,13669,4
2810,4940,4
10184,10753,4
952,8446,4
9046,13105,4
1225,10306,4
7552,13112,4
13240,13432,4
13822,13857,4
13822,13874,4
3382,5430,4
6235,10808,4
7949,13194,4
1714,10289,4
10314,10601,4
7014,7593,4
4576,8106,4
1829,12516,4
1064,12516,4
1064,8036,4
13253,13471,4
6616,9599,4
7877,9441,4
4810,13638,4
6138,13215,4
14008,14021,4
11834,12587,4
7080,12582,4
3666,12152,4
3907,5539,4
4969,13669,4
5405,11099,4
1151,1723,4
1947,4115,4
4989,5681,4
10067,13264,4
4771,9991,4
6939,12473,4
6981,14022,4
10620,10963,4
3777,12578,4
1597,12551,4
712,5634,4
1735,3629,4
5081,6900,4
5487,9683,4
1460,6261,4
356,4744,4
3054,5325,4
14702,14739,4
14720,14768,4
14727,14747,4
14746,14767,4
7870,12891,4
214,228,4
420,468,4
481,482,4
569,572,4
534,569,4
602,690,4
611,677,4
839,886,4
807,857,4
1128,1160,4
374,1043,4
1333,1335,4
1436,1452,4
210,215,4
615,625,4
395,709,4
366,791,4
1868,1891,4
1807,1836,4
1954,1969,4
1913,1945,4
1913,1988,4
2111,2144,4
2155,2158,4
2137,2168,4
2116,2119,4
2406,2478,4
2418,2426,4
2429,2492,4
2409,2434,4
3315,3364,4
255,3192,4
3448,3468,4
3541,3560,4
3649,3668,4
368,3405,4
701,3402,4
3830,3835,4
3801,3809,4
3913,3940,4
295,3182,4
2175,3114,4
568,1126,4
606,2576,4
1654,2596,4
2285,3593,4
3155,3439,4
231,1602,4
4307,4318,4
986,1525,4
930,1369,4
928,1310,4
4466,4473,4
141,3639,4
141,2498,4
2315,2407,4
4007,4362,4
1602,4506,4
3867,4583,4
4608,4677,4
4608,4643,4
1611,2722,4
1288,2911,4
4809,4880,4
4911,4988,4
628,1520,4
5001,5086,4
3525,3655,4
1358,2910,4
126,3571,4
2407,2932,4
2910,3547,4
1343,2223,4
2441,3993,4
5477,5491,4
5435,5484,4
5416,5431,4
5416,5483,4
5513,5579,4
2783,5463,4
2074,3343,4
1043,4091,4
1156,1798,4
4200,4260,4
5019,5390,4
4219,5096,4
5762,5789,4
5714,5744,4
5739,5785,4
4630,4993,4
3596,3976,4
3936,4459,4
2635,3415,4
338,649,4
132,2700,4
670,4438,4
6041,6079,4
6058,6070,4
6335,6342,4
1126,5278,4
4614,6058,4
1586,6004,4
4523,5420,4
1662,4945,4
4646,6004,4
6503,6580,4
6733,6787,4
4205,4552,4
1586,3385,4
1108,1617,4
3184,3937,4
391,1476,4
4546,6613,4
7105,7167,4
7485,7486,4
7430,7454,4
7609,7668,4
6116,7077,4
274,7612,4
5372,5644,4
2516,3967,4
1327,5939,4
4131,7128,4
8042,8084,4
8351,8362,4
4217,6720,4
1059,4210,4
2870,3101,4
224,6160,4
1452,2988,4
888,2035,4
2213,3279,4
866,3760,4
2503,4402,4
5769,6096,4
6016,6878,4
5724,6864,4
5724,6866,4
950,6017,4
5977,6817,4
959,6016,4
2993,6827,4
4942,6885,4
4969,6893,4
1884,5964,4
883,6937,4
381,6931,4
8746,8793,4
853,7463,4
8808,8888,4
869,4490,4
3173,4613,4
1169,8042,4
6720,7646,4
814,1734,4
4158,6382,4
1833,4492,4
546,4765,4
5700,6345,4
1911,8321,4
9032,9052,4
9009,9069,4
9066,9076,4
534,7666,4
7707,8951,4
3329,4105,4
286,1752,4
3995,4178,4
2660,3975,4
3453,6475,4
3405,7379,4
3905,6030,4
8577,8837,4
6707,7039,4
1940,4468,4
1244,4700,4
3153,5737,4
9368,9394,4
5080,7204,4
6897,7437,4
2504,9505,4
3443,4546,4
4404,8515,4
4541,9568,4
756,8072,4
7193,8213,4
3590,6020,4
9313,9910,4
3439,9634,4
187,9660,4
5383,9624,4
5359,9628,4
3844,4860,4
906,6668,4
6720,8796,4
1031,4978,4
325,3448,4
4092,4401,4
5058,8171,4
10353,10376,4
10368,10396,4
6886,8526,4
9311,9964,4
1677,10371,4
10412,10445,4
10409,10424,4
10414,10442,4
10414,10480,4
10485,10496,4
10422,10427,4
10424,10453,4
10462,10478,4
10445,10481,4
10442,10461,4
2250,5387,4
3278,9410,4
10604,10644,4
1982,10052,4
7726,9481,4
525,7185,4
5668,10313,4
3608,3837,4
4541,8225,4
10741,10762,4
10706,10796,4
10719,10744,4
2423,4494,4
10328,11074,4
11165,11190,4
11119,11173,4
11118,11156,4
11118,11136,4
11118,11151,4
11118,11176,4
11161,11196,4
11176,11180,4
11111,11164,4
11163,11189,4
11132,11143,4
11132,11188,4
11151,11183,4
11136,11164,4
4113,10937,4
288,932,4
4591,5957,4
2581,5957,4
9645,10731,4
8729,10798,4
4715,8363,4
2530,8197,4
2279,8524,4
8017,9758,4
6468,6777,4
8225,10805,4
2185,8542,4
11716,11773,4
5137,8956,4
478,7674,4
11830,11863,4
11841,11899,4
11,5740,4
3502,5167,4
1218,9770,4
7094,9812,4
7934,10684,4
736,4336,4
1296,3275,4
210,4217,4
1041,10083,4
5530,8194,4
888,1378,4
2108,8912,4
614,1138,4
5031,6548,4
2117,4121,4
10559,11198,4
10010,11914,4
4789,11201,4
2795,6187,4
4816,5162,4
578,11071,4
1413,9758,4
3837,10048,4
3223,10536,4
3367,9068,4
3367,6180,4
2768,3018,4
8529,10985,4
2825,10243,4
3963,10022,4
2390,9305,4
9441,11407,4
7998,11478,4
7837,11883,4
6464,11871,4
5021,11948,4
582,10767,4
7560,10234,4
5487,11737,4
334,9253,4
10365,10868,4
4584,7162,4
2054,2458,4
9389,11067,4
4917,5943,4
5162,9955,4
8368,9369,4
6946,10746,4
12369,12400,4
870,8445,4
1352,10009,4
1882,2143,4
12401,12483,4
3316,9712,4
1974,7259,4
3845,6032,4
1462,5997,4
5027,8514,4
7833,8818,4
7508,11478,4
1021,8830,4
10050,11214,4
7948,9798,4
4524,7980,4
5603,8084,4
11324,12088,4
12532,12558,4
1076,9636,4
1464,6823,4
10465,11633,4
9421,12515,4
8810,12504,4
3436,12273,4
3067,11562,4
4059,11807,4
7324,8642,4
3889,7358,4
4450,10753,4
3823,6899,4
1418,2684,4
6733,10467,4
1268,6515,4
761,1863,4
3513,9922,4
8579,11745,4
7800,10043,4
13166,13168,4
3465,10365,4
7200,12604,4
7166,12881,4
5147,10403,4
13518,13561,4
13518,13564,4
613,12389,4
972,8339,4
383,5857,4
1417,6516,4
9077,10871,4
3317,11583,4
6104,6459,4
119,12587,4
13746,13753,4
9300,10439,4
3601,8389,4
6099,9713,4
12189,13217,4
13857,13876,4
7228,13839,4
316,4983,4
355,5487,4
501,5240,4
501,12594,4
7508,7853,4
6915,12540,4
6881,13295,4
9369,9749,4
9599,10507,4
9035,13404,4
12841,13753,4
7766,9285,4
5240,13636,4
5081,5560,4
3926,5643,4
4663,11166,4
13204,13510,4
6535,7635,4
12088,13753,4
4827,11450,4
603,12032,4
3307,13365,4
1898,6327,4
138,13264,4
7727,12578,4
2807,7661,4
2658,2814,4
6399,9039,4
9070,9128,4
14741,14793,4
14702,14727,4
14725,14757,4
15112,15193,4
101,106,4
320,383,4
606,680,4
878,879,4
821,896,4
812,884,4
847,878,4
845,868,4
366,1051,4
395,1073,4
382,774,4
761,1023,4
376,731,4
355,733,4
707,1051,4
1832,1858,4
1933,1989,4
1933,1988,4
1917,1922,4
2140,2163,4
2125,2191,4
2210,2218,4
2283,2289,4
2272,2281,4
2317,2332,4
2430,2464,4
118,2043,4
2803,2813,4
2963,2985,4
3134,3167,4
3134,3174,4
3117,3169,4
645,3132,4
3413,3446,4
3402,3493,4
3519,3531,4
3502,3567,4
3553,3582,4
1023,3440,4
772,3410,4
366,3438,4
3702,3775,4
3718,3730,4
3775,3791,4
3867,3871,4
3941,3989,4
3904,3989,4
4026,4056,4
4037,4052,4
4014,4082,4
272,2178,4
690,2153,4
606,2568,4
2539,3104,4
2663,3945,4
2245,3524,4
4223,4285,4
4204,4254,4
4331,4379,4
2279,3512,4
4451,4465,4
2437,3679,4
4672,4677,4
4640,4646,4
4617,4696,4
1444,2717,4
2752,2992,4
1315,2743,4
92,4113,4
3367,4082,4
3225,4091,4
1999,3317,4
119,3672,4
61,3669,4
4916,4917,4
2244,2570,4
2233,4418,4
5026,5067,4
5022,5074,4
5278,5286,4
3525,3668,4
5351,5396,4
1387,2222,4
2335,3571,4
2963,3540,4
2963,3698,4
5439,5494,4
5479,5483,4
5429,5494,4
5431,5498,4
4317,5166,4
5550,5560,4
5534,5552,4
1377,4084,4
5605,5690,4
5682,5689,4
4219,5066,4
5771,5791,4
5711,5737,4
5757,5787,4
5701,5717,4
624,752,4
688,2625,4
5913,5972,4
5906,5937,4
5902,5935,4
1963,2137,4
5775,5912,4
5718,5996,4
2869,5927,4
92,1106,4
3106,5232,4
5479,6073,4
1046,2544,4
4593,4903,4
3184,5455,4
1476,1572,4
7471,7496,4
7421,7424,4
3235,7014,4
878,4534,4
3694,5022,4
3024,5979,4
1250,5787,4
7851,7884,4
1340,2991,4
1963,5076,4
500,2507,4
5605,5912,4
5907,6121,4
8115,8172,4
8249,8266,4
8266,8281,4
1872,2592,4
7713,8399,4
1244,3188,4
224,5866,4
2725,7634,4
2550,2725,4
3300,8293,4
1025,2546,4
6071,6844,4
324,6898,4
5798,6049,4
1619,5494,4
2734,6874,4
477,6878,4
477,6047,4
3576,6814,4
3544,6884,4
6008,6897,4
3120,4412,4
6039,6827,4
5734,6869,4
5912,6932,4
606,5411,4
3735,7645,4
8911,8971,4
4270,7679,4
511,1531,4
5876,6558,4
5805,8254,4
848,5043,4
9041,9081,4
9015,9044,4
9066,9068,4
3275,4483,4
5746,7551,4
3837,8882,4
1775,7799,4
960,3773,4
1789,6876,4
6052,6242,4
1735,7034,4
1369,3443,4
9306,9325,4
3405,4384,4
2423,5361,4
9413,9465,4
9421,9495,4
1143,1735,4
1376,5012,4
9611,9623,4
9630,9676,4
9659,9684,4
4092,6857,4
2644,2713,4
8109,9592,4
813,7799,4
9828,9889,4
669,8373,4
9930,9969,4
10010,10052,4
3021,7502,4
3486,4660,4
2488,6668,4
6447,7662,4
4933,9624,4
1089,4553,4
4359,9760,4
9748,9906,4
2811,3755,4
2342,8262,4
7162,8558,4
816,8576,4
8197,8658,4
10361,10393,4
10376,10384,4
10328,10334,4
4000,7696,4
5303,7308,4
6441,10315,4
10418,10428,4
10420,10422,4
10417,10440,4
1013,9665,4
4841,6263,4
3093,6372,4
10604,10674,4
3020,9903,4
4627,9159,4
2684,6453,4
8598,9766,4
2234,9282,4
855,9223,4
2937,7162,4
10756,10771,4
10742,10779,4
10710,10719,4
10701,10780,4
10814,10862,4
10902,10982,4
10328,11041,4
11119,11135,4
11124,11176,4
11101,11169,4
11127,11188,4
11150,11199,4
11122,11180,4
11137,11165,4
11105,11126,4
11120,11199,4
11102,11115,4
11114,11191,4
11189,11190,4
3958,4467,4
2345,10770,4
4774,10703,4
5522,10727,4
11324,11332,4
8961,10440,4
8845,9581,4
611,7563,4
4881,10812,4
5055,9063,4
6013,8114,4
5636,9910,4
2000,4601,4
1992,8235,4
4514,5256,4
7418,9653,4
3554,5277,4
1064,4010,4
1064,1762,4
5132,5530,4
1670,2532,4
1670,10017,4
3851,10083,4
7677,8266,4
888,3432,4
371,10017,4
2174,2479,4
5031,7809,4
7076,10016,4
768,5259,4
1300,3522,4
269,11466,4
12031,12047,4
4789,10037,4
5056,6180,4
3976,11839,4
171,8121,4
2825,7859,4
999,5692,4
12110,12163,4
12127,12150,4
8595,11407,4
6464,11817,4
8353,11874,4
9280,11855,4
8163,11817,4
1041,9977,4
11729,12157,4
4584,9019,4
7983,9331,4
4275,11745,4
1020,9685,4
2146,4502,4
490,6475,4
490,12297,4
5963,10057,4
5671,7446,4
5336,6954,4
12437,12446,4
6116,9712,4
1525,4876,4
2068,8521,4
848,6731,4
3569,7859,4
8679,12446,4
767,10778,4
360,7951,4
8704,9712,4
932,8280,4
5295,9542,4
5418,12088,4
2221,12173,4
4707,10179,4
2212,9721,4
4927,9544,4
611,10780,4
45,4927,4
6066,9544,4
4478,4551,4
5101,7845,4
1812,9523,4
796,10667,4
1537,3369,4
2271,9561,4
407,5303,4
6899,9791,4
3466,8871,4
5879,6435,4
461,4293,4
7220,12841,4
13557,13579,4
4478,9355,4
4871,10357,4
13644,13647,4
13620,13683,4
5963,6146,4
3590,4772,4
13746,13771,4
7552,10439,4
12159,13215,4
12159,13549,4
13848,13894,4
13846,13856,4
3431,8882,4
3907,12318,4
296,11695,4
8995,10601,4
456,741,4
1064,3615,4
12389,12594,4
4021,11198,4
7902,10004,4
9599,13462,4
2778,8091,4
5251,13203,4
14069,14090,4
810,8960,4
5332,7080,4
1342,9665,4
4136,7533,4
12947,14018,4
356,13264,4
9540,10196,4
8102,9355,4
4562,13753,4
919,12940,4
1947,9252,4
6939,12483,4
2610,7085,4
4370,9856,4
7244,7967,4
3897,6857,4
5201,7114,4
938,6575,4
2922,6575,4
3610,9576,4
4687,7165,4
311,1196,4
14626,14650,4
14703,14776,4
14782,14793,4
14744,14778,4
175,186,4
367,373,4
609,655,4
601,658,4
745,798,4
748,756,4
819,881,4
852,896,4
1315,1347,4
1415,1456,4
1427,1442,4
967,979,4
1005,1220,4
374,792,4
324,752,4
1919,1998,4
1941,1956,4
1902,1997,4
2144,2145,4
2126,2162,4
2135,2188,4
2148,2168,4
2270,2289,4
2217,2286,4
2218,2270,4
2268,2271,4
2409,2411,4
72,165,4
177,2326,4
2538,2571,4
2669,2676,4
2960,2991,4
2978,2981,4
3021,3039,4
3076,3096,4
665,3171,4
3421,3438,4
3410,3479,4
3423,3495,4
3594,3596,4
368,3410,4
1053,3444,4
772,3477,4
3913,3990,4
295,649,4
2152,3182,4
246,2183,4
2510,3180,4
468,2546,4
1645,2576,4
1561,3901,4
4222,4230,4
4247,4267,4
4281,4291,4
4224,4253,4
4260,4277,4
655,3447,4
1293,2600,4
4350,4358,4
4350,4386,4
1314,2968,4
918,1320,4
331,3924,4
2570,3924,4
1576,2567,4
2255,3510,4
4057,4376,4
4632,4667,4
4617,4630,4
435,1900,4
1484,2816,4
1914,3311,4
4758,4785,4
2446,3689,4
2004,3643,4
171,1728,4
3585,3655,4
1347,2935,4
2223,2334,4
1343,3540,4
58,1396,4
773,5112,4
831,3486,4
5435,5486,4
5468,5499,4
5421,5483,4
3690,3716,4
744,2911,4
4282,5098,4
5771,5782,4
5730,5791,4
5722,5741,4
5737,5744,4
5760,5792,4
5715,5754,4
3823,5417,4
2792,4911,4
3928,4404,4
1078,4957,4
3962,4402,4
3267,4177,4
670,2068,4
2106,3587,4
1528,3919,4
374,402,4
374,1649,4
5913,5938,4
5926,5984,4
291,1994,4
6036,6059,4
1616,5996,4
2869,5741,4
2760,5797,4
2576,6095,4
6456,6488,4
1643,4430,4
1692,4346,4
2560,3920,4
3404,3920,4
1662,2509,4
1548,6092,4
1548,5467,4
1548,1651,4
4593,5422,4
3991,4988,4
6860,6863,4
6819,6890,4
1819,4292,4
5053,5467,4
391,4205,4
631,5455,4
6950,6984,4
7026,7059,4
7379,7398,4
7443,7493,4
7413,7481,4
1472,3512,4
7853,7859,4
53,652,4
8004,8010,4
8217,8231,4
1347,3512,4
8368,8394,4
1011,4636,4
2700,7778,4
7774,8328,4
4217,5583,4
8501,8516,4
3367,6418,4
4899,5081,4
605,2870,4
2786,4473,4
1554,7575,4
5964,6866,4
4373,6893,4
438,6814,4
2717,6836,4
5966,6864,4
5966,6874,4
5966,6063,4
3576,6827,4
4316,6830,4
4990,6870,4
4990,6869,4
2773,5798,4
4412,6839,4
1884,6829,4
624,7712,4
368,2569,4
8609,8684,4
7346,8269,4
975,2926,4
8720,8793,4
625,1432,4
2326,5411,4
8955,8996,4
8973,8995,4
8911,8955,4
1747,4389,4
1169,3295,4
467,1752,4
1938,2642,4
6396,8257,4
6590,8212,4
9009,9066,4
529,2234,4
3709,7837,4
1042,4135,4
757,1544,4
6707,7872,4
3330,6750,4
3330,6707,4
5766,6242,4
732,4395,4
5668,5787,4
249,7034,4
6259,6486,4
4031,7033,4
3242,7451,4
9330,9332,4
9346,9364,4
9392,9394,4
3043,7246,4
1223,1430,4
5592,5867,4
9630,9650,4
9623,9636,4
1413,3432,4
3432,7909,4
1319,9243,4
6523,9028,4
4918,9072,4
603,7350,4
415,920,4
3755,9532,4
3466,9963,4
4329,5383,4
3405,9769,4
82,1526,4
10315,10377,4
5303,7700,4
8093,9030,4
9769,9958,4
6813,10327,4
1641,10371,4
10408,10464,4
10433,10456,4
5812,9828,4
1917,8363,4
7139,10629,4
6588,7551,4
3025,9598,4
5396,7600,4
5396,8171,4
4941,8807,4
10706,10756,4
10764,10780,4
10705,10788,4
10779,10796,4
163,5956,4
9294,9660,4
11128,11157,4
11178,11190,4
11103,11137,4
11164,11200,4
11115,11161,4
11139,11151,4
11109,11127,4
11180,11196,4
11114,11183,4
11126,11155,4
3573,6824,4
6777,9063,4
4650,9752,4
4453,8165,4
4467,9621,4
3618,10716,4
525,8961,4
3784,7979,4
1020,10746,4
3503,8024,4
4130,4650,4
11508,11510,4
9251,9962,4
4554,7713,4
4514,8511,4
2185,7801,4
3959,10420,4
2033,7026,4
3486,11359,4
3486,10334,4
7138,9287,4
7008,7995,4
3416,9376,4
5456,5594,4
863,2108,4
400,7706,4
8424,10037,4
1378,7677,4
3399,6804,4
335,628,4
857,7902,4
8299,8363,4
3663,10175,4
7859,9177,4
9369,11400,4
1164,11957,4
7801,8445,4
1246,5873,4
7560,11898,4
7364,8299,4
4056,10125,4
3191,8330,4
5231,7693,4
1860,5653,4
2458,10089,4
335,3963,4
7881,10460,4
3894,4502,4
9294,10009,4
3534,8539,4
3296,3538,4
3913,4179,4
1431,9501,4
2758,6570,4
12427,12454,4
1383,6987,4
3581,9522,4
5043,8785,4
1562,2408,4
8545,8922,4
1429,4204,4
1867,8644,4
1563,5711,4
4287,5375,4
4193,9600,4
5628,11381,4
767,8030,4
9324,11243,4
9798,11239,4
4004,7403,4
264,6865,4
1449,6953,4
12088,12144,4
12516,12582,4
23,10465,4
1812,4529,4
1739,6743,4
2941,6066,4
1323,3665,4
1410,6458,4
1029,7068,4
12615,12695,4
12358,12512,4
1563,8871,4
1982,3071,4
12747,12797,4
3542,5044,4
12826,12841,4
2767,9596,4
8944,10786,4
407,1863,4
10809,11225,4
5526,9600,4
11098,11280,4
2518,10406,4
3608,5010,4
10572,11290,4
11239,12298,4
1637,3524,4
1281,4957,4
7200,8671,4
2043,12273,4
13407,13416,4
13541,13586,4
3847,5470,4
2810,4496,4
2160,2810,4
4475,8375,4
10507,13654,4
6905,9725,4
4410,9505,4
13833,13885,4
13862,13868,4
1225,6731,4
3615,12586,4
1064,12553,4
8348,11871,4
2243,6923,4
4543,12497,4
14044,14074,4
8529,13731,4
3332,5355,4
7710,8258,4
13432,13830,4
8383,13221,4
12486,13781,4
8234,12600,4
1568,13957,4
3488,12032,4
7591,7627,4
4421,14087,4
4391,11676,4
2610,10595,4
3123,11880,4
183,4770,4
712,2994,4
2106,6067,4
6778,11993,4
5278,10918,4
8145,11651,4
8116,8590,4
5516,8358,4
3484,9082,4
6261,14093,4
14778,14780,4
14713,14792,4
14727,14759,4
14727,14731,4
14716,14793,4
15146,15167,4
15115,15176,4
450,468,4
432,478,4
615,650,4
848,881,4
850,884,4
845,859,4
1211,1254,4
1201,1241,4
1333,1359,4
1434,1500,4
305,1002,4
330,1001,4
368,1002,4
1222,1284,4
781,1038,4
392,733,4
360,740,4
1592,1598,4
1786,1790,4
1877,1883,4
1958,1986,4
1966,1990,4
1957,1979,4
2111,2141,4
2111,2122,4
2133,2156,4
2253,2258,4
2262,2288,4
2231,2232,4
2432,2481,4
119,2082,4
2610,2644,4
2857,2894,4
3134,3151,4
3134,3193,4
3135,3161,4
3154,3182,4
3317,3332,4
248,3192,4
231,638,4
3411,3440,4
3530,3583,4
3616,3699,4
751,3490,4
1095,3436,4
4029,4037,4
4075,4088,4
286,3151,4
275,2573,4
437,2501,4
1223,3980,4
2278,3548,4
2229,3579,4
4229,4239,4
4270,4288,4
290,374,4
1255,3157,4
994,1314,4
4423,4449,4
4425,4499,4
1627,2197,4
4615,4632,4
4650,4670,4
4625,4651,4
1394,1439,4
544,1508,4
61,2480,4
2440,3615,4
4965,4982,4
4916,4962,4
2528,3990,4
2272,2447,4
5345,5351,4
912,2407,4
2295,2935,4
774,3716,4
309,3482,4
750,3412,4
5477,5490,4
5458,5464,4
5416,5438,4
5496,5498,4
5406,5431,4
993,4084,4
4241,5095,4
4224,4678,4
5735,5781,4
5702,5766,4
5723,5755,4
5768,5791,4
782,4330,4
888,3253,4
752,1528,4
2686,3569,4
1649,2998,4
402,3493,4
2320,3952,4
6357,6364,4
5792,5912,4
4972,6093,4
1587,6067,4
2251,5486,4
975,6003,4
4482,6056,4
1482,3513,4
3404,3963,4
4945,5450,4
3987,4941,4
3940,4609,4
1444,1572,4
1548,4988,4
2817,3109,4
6731,6753,4
2710,5422,4
2848,3861,4
6911,6981,4
7307,7358,4
7439,7484,4
7431,7477,4
7454,7486,4
4330,7554,4
3173,5866,4
2691,3889,4
347,2485,4
1280,4830,4
602,5308,4
8128,8140,4
8231,8281,4
172,4177,4
7331,7741,4
3188,3367,4
188,4166,4
826,5497,4
4279,4819,4
347,2700,4
4285,5401,4
5494,5769,4
5964,6064,4
4373,6848,4
2734,6069,4
6064,6469,4
438,4607,4
6063,6833,4
4674,6893,4
5440,6809,4
5440,5993,4
4607,5788,4
3120,6001,4
184,6077,4
2294,6858,4
2993,5494,4
4942,5966,4
5734,6836,4
877,1700,4
3472,3777,4
606,3735,4
1432,8158,4
1432,5442,4
8930,8978,4
8965,8970,4
5978,6580,4
1946,3784,4
4563,6036,4
2433,5540,4
2644,4586,4
546,5232,4
1106,4194,4
551,5279,4
3012,7650,4
569,7700,4
6862,8211,4
1801,7747,4
4846,8596,4
286,860,4
6882,7829,4
3405,8358,4
3590,6745,4
1677,6703,4
663,6750,4
3216,7532,4
9237,9298,4
5590,6810,4
4983,8402,4
1613,2939,4
5819,6020,4
5596,5911,4
1544,6259,4
3801,4171,4
9336,9393,4
8202,8593,4
3547,8202,4
9650,9660,4
7590,9586,4
1598,9216,4
529,3432,4
7369,8893,4
9951,9995,4
4989,5855,4
2030,5332,4
3486,6972,4
1386,4171,4
4510,9318,4
3439,4933,4
1982,3439,4
4852,5672,4
1089,9624,4
5359,9693,4
3844,4076,4
3468,8979,4
9362,10021,4
325,5113,4
5233,6878,4
2201,6474,4
6071,6800,4
8533,8818,4
459,8863,4
281,2625,4
10428,10480,4
10414,10458,4
10447,10480,4
5770,9665,4
6652,10331,4
4780,8714,4
511,10592,4
10737,10786,4
226,9864,4
3233,5564,4
6089,10349,4
11169,11180,4
11175,11200,4
11128,11153,4
11106,11156,4
11101,11129,4
11103,11175,4
11131,11136,4
11131,11178,4
11150,11191,4
11135,11165,4
11143,11160,4
4359,11271,4
4774,10710,4
2945,10704,4
3002,10772,4
8729,10756,4
2033,9111,4
2926,10676,4
1475,3243,4
9057,10661,4
9977,10541,4
5325,9324,4
1863,3029,4
5538,10871,4
6356,8136,4
7998,8004,4
1246,8475,4
11870,11896,4
2937,5002,4
921,10453,4
3420,11729,4
1044,10799,4
736,10037,4
7076,7809,4
4121,7076,4
4363,8877,4
6114,6286,4
3078,8877,4
258,7919,4
9735,11011,4
6060,11896,4
2702,7180,4
1521,4497,4
3322,11803,4
7560,7837,4
5587,11652,4
4408,10266,4
878,11194,4
689,5560,4
1845,4529,4
2171,6385,4
9427,11315,4
10352,10899,4
4010,9522,4
2391,7641,4
344,1737,4
2681,3845,4
6929,8501,4
1812,10212,4
7770,11028,4
932,8039,4
7859,12458,4
1030,1337,4
2895,9409,4
2708,8121,4
871,11074,4
