Passenger 1 ID,Passenger 2 ID,Number of Flights Together
5423,8353,6
2717,3576,6
950,5977,6
1024,4514,6
4627,4700,6
5797,5800,6
366,740,6
739,766,6
8317,8642,6
2760,3015,6
2206,2262,6
2243,2245,6
6956,9068,6
2544,4170,6
4514,9063,6
1914,1993,6
1371,1482,6
1310,1369,6
3405,3436,6
2719,4359,6
5634,13249,6
9101,10244,6
9704,9784,6
5575,7834,6
3243,10536,6
5419,5429,6
1696,5466,6
5423,5468,6
4011,4373,6
2443,7342,6
3755,4502,6
863,2503,6
6548,8194,6
9127,9359,6
8684,10022,6
4881,8014,6
4038,4082,6
8114,9063,6
3861,4552,6
4468,4497,6
4468,7605,6
3618,9066,6
2222,3536,6
968,1211,6
8920,8960,6
2068,6805,6
4441,8363,6
721,3442,6
7770,8353,6
3120,5993,6
5720,5966,6
7581,12276,6
6020,6418,6
2402,2481,6
366,755,6
813,3016,6
641,655,6
2240,2298,6
2263,2293,6
2728,6030,6
5533,6113,6
10046,10054,6
9063,11917,6
3102,3111,6
2401,5015,6
1209,3820,6
5560,9517,6
1591,13221,6
5111,6733,6
6733,13296,6
1436,2645,6
2495,4650,6
9602,9665,6
9602,9684,6
281,4249,6
9758,10536,6
1138,6548,6
6447,10644,6
2511,5416,6
4044,4353,6
7605,8411,6
1673,10089,6
6783,9063,6
1637,2345,6
2336,9645,6
1321,10271,6
2934,2938,6
1338,4034,6
440,2531,6
4552,10325,6
1026,1073,6
749,1025,6
719,795,6
4942,6069,6
5491,6075,6
1191,9790,6
1701,5232,6
5737,5774,6
7711,10701,6
707,716,6
1482,4353,6
4734,6503,6
2378,11274,6
1034,3015,6
4245,4297,6
1057,9362,6
5592,7508,6
926,13623,6
1988,1992,6
1403,2387,6
5101,10205,6
8446,8552,6
5867,9769,6
340,4121,6
844,5127,6
10722,11422,6
4430,5025,6
2857,9410,6
2117,7076,6
5056,10819,6
3117,8679,6
2939,5468,6
5431,5438,6
5429,5479,6
1484,5478,6
3807,5356,6
1247,1276,6
6024,7809,6
1673,10095,6
5748,10095,6
5116,8368,6
9223,10128,6
9267,9282,6
3642,5978,6
8445,9752,6
10536,10576,6
3239,10654,6
5328,9053,6
8158,9069,6
3286,9069,6
1670,4318,6
3875,9653,6
4316,6075,6
477,4373,6
477,1619,6
5977,6069,6
5788,5966,6
2185,8149,6
4338,4366,6
374,751,6
1031,1053,6
5409,5476,6
878,4850,6
2620,3994,6
10434,10440,6
4203,4288,6
334,2516,6
1332,2972,6
1322,1391,6
6976,11035,6
5538,8234,6
6733,7661,6
8446,9101,6
2780,5978,6
83,8128,6
6777,10716,6
5927,5982,6
3706,5196,6
10389,10397,6
2489,7579,6
7677,10083,6
5431,5471,6
4009,4388,6
4025,4339,6
1337,5464,6
2072,3661,6
2886,5789,6
1723,9856,6
9127,10460,6
1343,9997,6
3855,4497,6
3330,7685,6
3028,3187,6
8920,8969,6
7934,7979,6
2345,7209,6
12653,12687,6
628,12841,6
4822,11123,6
443,1598,6
5423,10368,6
7584,7598,6
786,795,6
381,1021,6
308,719,6
1035,1043,6
749,778,6
2685,5240,6
4942,6063,6
4990,5500,6
3576,6071,6
4674,6096,6
4220,8823,6
137,9991,6
13802,13871,6
1053,4983,6
5590,8485,6
5741,5775,6
709,755,6
760,1056,6
1325,7373,6
1526,7800,6
1430,5865,6
135,8837,6
1951,1976,6
2285,3565,6
13819,13830,6
9994,11587,6
9994,13564,6
1252,1272,6
6523,9083,6
1350,3645,6
13957,13989,6
3418,4850,6
5435,5439,6
5412,5499,6
4053,5498,6
3563,3577,6
7014,9480,6
7565,8045,6
1343,3679,6
1229,4288,6
901,3590,6
13978,13997,6
1860,11280,6
3950,4550,6
4550,7629,6
4051,4075,6
9624,9649,6
5411,8190,6
4202,9645,6
5628,5650,6
8945,8986,6
205,684,6
1503,2655,6
1108,4178,6
3416,5056,6
7832,7868,6
11527,12389,6
6847,6878,6
959,5964,6
5744,5966,6
6832,6870,6
10315,10394,6
45,199,6
7948,8042,6
7710,13620,6
13296,13564,6
5012,5800,6
7597,8293,6
2054,9385,6
1617,7983,6
2802,4084,6
3301,3367,6
9755,9793,6
6591,10461,6
1410,10130,6
5426,5495,6
5066,5076,6
5503,9700,6
3618,7209,6
2090,3028,6
2945,3187,6
6622,8983,6
8260,10737,6
5380,10585,6
801,804,6
2539,2560,6
5668,6805,6
2068,3153,6
309,721,6
1002,1025,6
5789,7868,6
10767,11593,6
2717,6017,6
6874,6898,6
6872,6898,6
2773,6075,6
1740,8211,6
2004,2026,6
315,378,6
309,366,6
5942,7640,6
2251,2294,6
5869,9987,6
4226,4237,6
1335,7508,6
1911,1942,6
975,2857,6
3414,3491,6
5201,7721,6
1079,9369,6
10377,10389,6
2117,7098,6
8326,11290,6
1482,4399,6
1696,5479,6
3535,3585,6
1005,1087,6
4249,5509,6
9676,11909,6
1673,10024,6
606,4497,6
3208,3670,6
9649,9677,6
497,2345,6
2024,2841,6
938,2922,6
3102,3642,6
4034,6668,6
8260,9645,6
877,885,6
610,681,6
650,3180,6
299,3180,6
1506,3906,6
7810,9030,6
308,378,6
309,378,6
3503,7039,6
997,5964,6
5724,5966,6
324,997,6
6853,6869,6
5941,5957,6
1097,3367,6
740,1013,6
703,743,6
2656,9598,6
6843,9696,6
4237,4294,6
1449,7693,6
9317,9381,6
1970,1971,6
1314,1666,6
13107,13173,6
939,1900,6
5212,10067,6
2645,7433,6
5482,8289,6
1302,1311,6
369,2692,6
10702,11276,6
7344,7398,6
4363,8363,6
1041,7098,6
1505,8584,6
5419,5499,6
5412,5421,6
7682,7844,6
2906,7082,6
1955,4761,6
4080,10440,6
1723,2251,6
2976,10206,6
2503,2532,6
5137,9532,6
631,3295,6
1437,4202,6
1042,1343,6
4468,5423,6
441,4468,6
3278,7605,6
484,2345,6
9118,9495,6
1598,1692,6
8363,10377,6
1620,2508,6
2131,2165,6
1739,4391,6
1208,8353,6
1078,5423,6
4412,5491,6
2294,6001,6
950,5744,6
5788,5954,6
5766,6020,6
5708,5800,6
5727,5741,6
751,768,6
746,762,6
706,772,6
6576,8642,6
3154,3155,6
4846,8882,6
4389,8019,6
335,11067,6
4245,4248,6
1955,8427,6
3167,3195,6
4512,4594,6
7187,10596,6
356,2588,6
5212,13221,6
7120,7149,6
3849,5377,6
5204,12328,6
7774,7798,6
10569,11896,6
8353,11898,6
9386,10576,6
8679,10616,6
6447,8679,6
1475,9282,6
1475,10576,6
4080,4395,6
4044,4309,6
3998,4646,6
7162,10128,6
1046,1617,6
9619,9622,6
1635,4249,6
1769,4092,6
6022,6099,6
7560,9645,6
2090,3002,6
4820,9699,6
2263,3571,6
10605,12323,6
4112,4772,6
1298,2531,6
9683,10048,6
6854,6869,6
1817,5720,6
438,3120,6
8010,9751,6
1173,1933,6
119,173,6
1025,1057,6
930,4016,6
2509,5467,6
1616,2501,6
14039,14044,6
5081,8584,6
2186,2199,6
13822,13851,6
7616,7671,6
4770,9974,6
6111,7902,6
4675,10089,6
5431,5495,6
4025,4353,6
1351,1356,6
4430,4646,6
4917,10015,6
1246,1276,6
484,6560,6
2945,3028,6
3618,5522,6
10756,10795,6
1243,2570,6
1506,1561,6
3286,10325,6
2107,2124,6
4580,5031,6
773,778,6
381,758,6
313,774,6
1025,1073,6
5789,7039,6
9653,11527,6
6001,9653,6
4784,10382,6
119,165,6
761,771,6
761,791,6
334,366,6
366,392,6
752,1053,6
1568,4673,6
7640,8105,6
4444,10465,6
1544,2982,6
2504,2522,6
2504,4279,6
945,2972,6
292,760,6
9994,12323,6
5754,7060,6
10205,10244,6
9376,9386,6
4249,10325,6
9282,9376,6
5431,5432,6
5468,5478,6
4388,5484,6
5426,5431,6
1617,2544,6
6777,9761,6
8114,11275,6
1643,1819,6
1635,4468,6
2090,3187,6
6007,6022,6
1631,3921,6
8262,9645,6
12600,12841,6
1401,4546,6
7813,7896,6
7813,7860,6
3025,3090,6
3503,8289,6
5423,8289,6
3093,8353,6
4412,6075,6
6836,6884,6
1865,6016,6
6773,8403,6
706,746,6
1818,4052,6
12130,12173,6
2653,7509,6
9386,10048,6
8704,8747,6
559,8514,6
1466,10908,6
1918,1947,6
13848,13851,6
930,994,6
1903,2036,6
3159,3195,6
1554,2035,6
7721,9994,6
4022,4344,6
4040,4376,6
5096,12574,6
5934,5982,6
4031,9755,6
9318,9348,6
10327,10346,6
7579,8194,6
6113,6447,6
4009,5436,6
5416,5464,6
4339,5448,6
4083,5426,6
2767,4700,6
9063,9828,6
1343,2718,6
5422,5450,6
620,11276,6
75,620,6
1635,7602,6
2906,5411,6
1646,8190,6
2857,4468,6
2012,3187,6
920,2932,6
8068,8089,6
6015,6043,6
848,868,6
3858,5333,6
5423,6805,6
3278,4798,6
4990,6829,6
6010,6087,6
1242,11353,6
2026,3689,6
119,121,6
324,761,6
751,762,6
8871,10446,6
2226,2276,6
2272,2290,6
3021,5081,6
6030,8557,6
1919,1942,6
1351,2992,6
1666,2939,6
1337,1696,6
3102,5775,6
813,5051,6
8851,10719,6
800,1826,6
1078,10396,6
1064,11007,6
6548,7677,6
4010,10016,6
5412,5419,6
4053,4339,6
2500,3694,6
1020,3894,6
4903,4945,6
739,7725,6
10644,10697,6
2974,5043,6
1849,6668,6
2857,7662,6
3028,8260,6
1715,1822,6
2012,9700,6
148,1637,6
11156,11180,6
8515,8961,6
11267,11332,6
655,3155,6
8920,8983,6
9035,10585,6
333,1066,6
4552,7810,6
3356,10325,6
727,758,6
378,1026,6
5716,5779,6
5910,6616,6
5910,10573,6
4316,6897,6
997,1817,6
6064,6897,6
4412,6071,6
4607,5440,6
13803,13871,6
1613,4627,6
4627,4983,6
5910,5949,6
4784,9511,6
2922,12146,6
709,751,6
724,1056,6
706,792,6
1616,2556,6
288,942,6
14022,14039,6
2212,2293,6
5533,9068,6
745,7023,6
4389,9366,6
344,350,6
9950,9988,6
1005,9586,6
244,263,6
12323,13296,6
4593,5467,6
6777,10234,6
3524,3548,6
2012,10731,6
9039,9082,6
8190,8209,6
10335,10363,6
6336,13251,6
10058,10083,6
1673,11280,6
4737,8684,6
2565,13215,6
3330,4468,6
148,3028,6
4036,4398,6
1343,3979,6
8956,8960,6
6441,8441,6
314,369,6
5668,9069,6
6475,7601,6
1002,1026,6
4942,5443,6
6854,6855,6
5491,6874,6
4607,5500,6
7801,9441,6
2275,4462,6
6080,6088,6
1272,2869,6
10416,10439,6
1050,6940,6
756,8270,6
1638,1700,6
7099,7194,6
5111,8057,6
8057,13221,6
300,5096,6
529,7640,6
4248,5370,6
9648,9664,6
9618,9648,6
2378,9111,6
5668,10334,6
241,5696,6
7162,10661,6
1505,8562,6
8679,10644,6
5440,5456,6
2425,3651,6
5955,10365,6
663,3330,6
10023,10058,6
603,9232,6
3618,4202,6
2090,6560,6
2945,3002,6
1822,5330,6
8960,8965,6
2346,8169,6
10737,10795,6
1002,1035,6
6813,8289,6
3093,7820,6
4972,8036,6
2759,4990,6
477,4969,6
5494,6069,6
950,5993,6
6864,6896,6
6809,6832,6
4674,6071,6
8827,10394,6
8579,9513,6
5494,6063,6
8078,10009,6
5911,6876,6
6020,8068,6
2182,5540,6
1099,6519,6
716,762,6
740,797,6
1044,1051,6
2265,2286,6
8519,9522,6
2065,2544,6
627,5116,6
13781,13819,6
4209,4288,6
2248,4451,6
1371,2783,6
603,3410,6
7661,12323,6
5201,13221,6
5201,5634,6
1012,6927,6
7532,8471,6
258,855,6
6084,9098,6
4497,8158,6
3317,11353,6
5429,5499,6
4939,6434,6
2975,5953,6
4737,10024,6
4000,6730,6
4346,5422,6
4346,4554,6
9634,9672,6
9066,9699,6
484,8260,6
2336,6729,6
2012,2945,6
3518,11062,6
1822,9700,6
255,684,6
266,275,6
650,681,6
299,3104,6
266,299,6
802,1025,6
2926,8209,6
4316,6898,6
950,5771,6
4316,6049,6
4627,6773,6
366,716,6
716,764,6
5227,9513,6
139,996,6
932,3798,6
4336,4337,6
2225,2290,6
13637,13663,6
1573,8427,6
649,1528,6
4223,4245,6
4223,4224,6
4606,9703,6
1946,1971,6
2769,2911,6
1482,2941,6
9956,13657,6
13561,13571,6
1158,5204,6
7101,7170,6
241,3432,6
7727,7877,6
5423,5456,6
4083,4388,6
5401,5426,6
8445,8475,6
3545,3573,6
2062,5310,6
972,2212,6
6372,8411,6
5015,5074,6
4728,7809,6
1927,6783,6
3844,4553,6
3735,7662,6
938,2927,6
8920,8936,6
7209,8729,6
8960,8988,6
857,896,6
3153,8048,6
5544,10325,6
2973,7896,6
5723,8704,6
3093,7082,6
212,276,6
2294,6809,6
6853,6864,6
6855,6889,6
6069,6878,6
5766,5777,6
4687,5693,6
360,374,6
772,791,6
1001,1013,6
762,768,6
4988,5467,6
2223,2263,6
2243,2246,6
7735,7797,6
4223,4297,6
92,3921,6
2101,2162,6
756,1319,6
2143,5015,6
4896,7484,6
1774,2988,6
910,4084,6
2408,5671,6
8446,10248,6
6180,9977,6
5471,5495,6
1464,5479,6
3570,3599,6
3322,5093,6
2708,3269,6
9430,9498,6
3975,10346,6
6947,10024,6
5866,6784,6
9610,9634,6
382,10701,6
191,9699,6
1822,6729,6
148,2945,6
1321,8017,6
2315,2334,6
7220,7298,6
5653,9369,6
215,3146,6
5546,10377,6
2333,2468,6
13627,13636,6
402,419,6
4316,6071,6
5500,6039,6
5761,5966,6
3120,5744,6
10411,10478,6
2158,9247,6
2243,12248,6
2004,3672,6
2440,2465,6
763,785,6
730,766,6
706,764,6
1608,2760,6
2240,2243,6
1942,1999,6
2783,2939,6
1591,7721,6
7141,7172,6
10463,10953,6
5096,8030,6
2723,3275,6
5927,5996,6
8368,10089,6
736,7098,6
8299,10536,6
1138,10037,6
407,4353,6
5421,5431,6
3991,4945,6
1651,3492,6
10335,10379,6
7580,7814,6
1762,4336,6
9453,10110,6
1464,8004,6
441,1208,6
5792,5978,6
7898,9699,6
11137,11143,6
8965,8983,6
798,11513,6
11011,13781,6
229,1430,6
4178,4200,6
3875,12389,6
6833,6866,6
10548,10697,6
139,173,6
5775,5797,6
392,395,6
709,792,6
7469,8252,6
2605,6576,6
2620,3971,6
11438,11719,6
7060,7099,6
486,5058,6
262,9356,6
2379,5332,6
962,979,6
2234,8234,6
2101,7575,6
628,1617,6
2911,4344,6
5308,5344,6
5958,5999,6
4675,10022,6
281,3590,6
6180,10536,6
8017,10267,6
4016,4364,6
5421,5436,6
5490,5500,6
95,7820,6
6507,9050,6
6783,8165,6
9258,10900,6
2596,4542,6
2693,8180,6
5962,6784,6
484,2024,6
7209,9699,6
2124,4483,6
9383,11972,6
988,3635,6
2024,7209,6
11834,11863,6
9355,11834,6
3024,3093,6
167,5923,6
402,624,6
4607,6885,6
7737,8595,6
5757,12248,6
3177,8485,6
5549,5596,6
5718,5727,6
374,395,6
730,764,6
706,759,6
1526,4496,6
3411,3451,6
3889,7720,6
3483,7700,6
1769,2544,6
11633,11687,6
235,683,6
1482,2969,6
7829,7849,6
1424,1500,6
5212,13249,6
2227,3463,6
780,1351,6
6447,8562,6
5435,5436,6
5491,5498,6
4044,4388,6
3523,3585,6
1828,4665,6
3950,7645,6
4063,4080,6
625,5411,6
3064,8260,6
3064,3618,6
174,3187,6
3851,3883,6
4543,8877,6
8920,8986,6
8246,8276,6
3741,5544,6
376,381,6
3615,11871,6
5440,6016,6
477,5964,6
950,6874,6
5977,6878,6
4674,5500,6
6872,6874,6
438,1817,6
7511,7713,6
5490,6876,6
3477,8068,6
8754,11577,6
8592,9781,6
4711,10652,6
5792,5797,6
13411,13498,6
328,366,6
305,1038,6
368,755,6
4307,4398,6
5233,8197,6
2065,8679,6
975,1482,6
2548,6293,6
1378,4781,6
1064,3432,6
5443,5486,6
2867,5498,6
1696,5435,6
5432,5438,6
1662,4523,6
9628,9690,6
5319,13911,6
5669,9063,6
2776,5423,6
2336,7209,6
2024,3187,6
2231,9699,6
1260,3912,6
6731,6758,6
831,889,6
205,3123,6
275,684,6
652,2131,6
9097,11027,6
9019,9068,6
4942,6064,6
5481,6047,6
184,950,6
6008,6077,6
5734,6858,6
5443,6077,6
6832,6898,6
2108,5530,6
1263,7711,6
7166,8674,6
7220,8674,6
282,2139,6
2236,2263,6
8006,9068,6
5325,6136,6
9389,9725,6
2175,2183,6
5123,5163,6
1966,10234,6
1966,10767,6
2532,3432,6
863,4584,6
1850,4711,6
4816,7950,6
7656,10328,6
932,3029,6
4881,9363,6
2441,2467,6
1678,8445,6
1677,7685,6
4202,9066,6
2012,2345,6
2932,2977,6
2910,3486,6
3205,3286,6
10798,10799,6
10585,11450,6
4522,5310,6
5546,8158,6
5395,10731,6
1858,2719,6
2717,4674,6
477,6809,6
5494,6001,6
1884,6001,6
6832,6897,6
7737,9441,6
3742,4338,6
6052,6088,6
6052,8037,6
704,739,6
704,766,6
772,1056,6
766,791,6
4609,5420,6
1024,1236,6
4632,4967,6
822,7640,6
1986,1999,6
1323,1367,6
1315,1377,6
7661,13571,6
5212,7194,6
5111,10205,6
2857,4088,6
1774,7575,6
1504,4854,6
4071,4344,6
4811,4869,6
10329,12508,6
5944,5962,6
839,3739,6
10310,11898,6
4293,7162,6
1505,10899,6
5456,5491,6
4016,4395,6
5416,5481,6
1572,3998,6
4646,4903,6
5584,8190,6
13839,13872,6
4463,7286,6
9601,9624,6
2408,2431,6
1646,5411,6
1849,9645,6
2221,3536,6
10703,10737,6
1403,5328,6
804,868,6
3916,3940,6
1404,4121,6
5122,5145,6
5767,5779,6
2294,5494,6
1865,6001,6
2773,4316,6
18,431,6
6294,6773,6
5738,5775,6
704,759,6
771,792,6
740,791,6
3649,3681,6
1844,3152,6
2244,2258,6
1769,6113,6
9906,9992,6
3549,12497,6
940,962,6
1370,1391,6
371,1064,6
281,3122,6
779,7674,6
6929,7444,6
5093,11276,6
11208,12910,6
3451,12301,6
3112,10661,6
9659,10037,6
5423,5500,6
8030,8353,6
1206,1288,6
10833,10900,6
391,4523,6
2906,7820,6
613,1311,6
4061,4087,6
2430,2462,6
625,2857,6
8729,9645,6
831,885,6
293,606,6
1561,2655,6
7243,7810,6
1078,4431,6
2717,6064,6
6064,6898,6
2773,5491,6
2773,6017,6
3477,4983,6
324,764,6
755,768,6
704,752,6
328,362,6
1616,3015,6
996,3889,6
10409,10482,6
2222,2236,6
3837,6113,6
8246,8557,6
618,627,6
953,8024,6
4208,4223,6
760,6293,6
1050,1095,6
7538,8566,6
1918,1970,6
1151,13620,6
2717,2941,6
2410,3597,6
7110,7550,6
2530,4862,6
4249,5423,6
1413,1490,6
928,5464,6
5436,5438,6
5404,5435,6
5401,5439,6
1822,12358,6
2423,4235,6
1677,7820,6
625,7872,6
3330,3503,6
3078,9217,6
3935,6475,6
11508,11515,6
1432,4035,6
901,5411,6
8956,8983,6
11450,12600,6
5546,7643,6
443,5455,6
11011,11046,6
2294,5500,6
5491,6047,6
5788,5977,6
3953,9991,6
9445,10652,6
5796,5799,6
755,1001,6
704,755,6
4331,4376,6
2221,2295,6
5747,7654,6
8704,9969,6
2485,3907,6
930,1484,6
7243,10016,6
380,3943,6
1482,6843,6
7187,11610,6
2588,13296,6
6857,10067,6
45,1327,6
3301,3311,6
3243,4293,6
7677,9659,6
5479,5495,6
5421,5479,6
3517,3523,6
4827,9359,6
4917,10024,6
8642,13911,6
4496,9997,6
2516,5866,6
7618,8132,6
5423,5482,6
484,2012,6
1822,7209,6
61,4774,6
1338,8979,6
8936,8965,6
293,3180,6
3104,3169,6
3931,3980,6
1822,3089,6
8230,8245,6
8229,8240,6
6805,10325,6
8363,9098,6
831,1025,6
3278,8353,6
2717,6075,6
574,1126,6
2939,4627,6
4791,9402,6
771,1095,6
5410,5467,6
5319,6666,6
2229,2252,6
953,4444,6
1218,11917,6
2467,11099,6
4021,5836,6
485,5867,6
292,701,6
5111,7555,6
960,986,6
4293,10536,6
8679,9386,6
5498,5500,6
5456,5481,6
4177,5175,6
2710,2729,6
2124,4200,6
1296,3851,6
1365,5793,6
10015,11225,6
2701,4496,6
2701,3029,6
556,5669,6
1042,2124,6
484,2841,6
2354,3064,6
1822,10785,6
4881,9822,6
3808,3839,6
8273,8284,6
6805,7505,6
574,1214,6
2116,2122,6
8373,8384,6
712,1035,6
309,381,6
749,3435,6
1208,7039,6
12516,12570,6
1753,8132,6
6825,6870,6
6773,8411,6
704,751,6
1038,1072,6
726,739,6
706,733,6
734,763,6
7001,7068,6
1573,9906,6
1029,3307,6
4208,4224,6
3201,3261,6
371,1041,6
4957,6293,6
6067,7721,6
2988,7575,6
3301,3309,6
4860,5383,6
2669,5741,6
9410,10334,6
10313,10389,6
3117,9386,6
9522,10644,6
4042,4364,6
5412,5431,6
2511,5486,6
1484,5486,6
5416,5459,6
2789,5495,6
4011,4388,6
5375,8845,6
901,6813,6
1337,6030,6
4689,8194,6
210,6024,6
4816,10460,6
9282,10819,6
2438,2484,6
4554,5434,6
9634,9649,6
1328,1396,6
2462,2492,6
4881,10110,6
5198,8920,6
10703,10795,6
7007,11014,6
8025,10685,6
802,857,6
1298,2600,6
1673,3104,6
3184,4551,6
11011,11034,6
2160,2173,6
1021,1025,6
1182,3590,6
2717,6039,6
2759,3120,6
477,6898,6
477,5761,6
3275,4689,6
3953,12248,6
3177,8403,6
732,8093,6
5768,5799,6
759,1053,6
709,760,6
701,761,6
2378,11727,6
2537,2802,6
822,3297,6
486,9049,6
8427,9324,6
1332,2912,6
940,1377,6
910,945,6
10596,10731,6
8057,12323,6
8446,10067,6
6531,6572,6
1436,7463,6
9755,9784,6
5912,5982,6
356,10248,6
4217,4364,6
2174,7579,6
7162,8363,6
4293,9777,6
2489,4217,6
6001,8721,6
4066,4309,6
5404,5466,6
4044,5412,6
5414,5438,6
5416,5498,6
1498,4671,6
2441,2963,6
5459,7349,6
3208,3385,6
3278,4468,6
2345,3064,6
7560,9699,6
1637,4774,6
988,2977,6
9223,9252,6
2645,3102,6
165,455,6
8945,8983,6
299,601,6
1223,1247,6
5544,9466,6
7505,10377,6
3741,3760,6
3020,5953,6
5481,6016,6
4607,6063,6
1884,6096,6
2790,2886,6
6052,6080,6
751,791,6
730,792,6
1314,4373,6
4656,4675,6
4496,8317,6
10428,10482,6
4217,4219,6
926,2125,6
1946,1947,6
7060,11587,6
2514,3581,6
5526,5544,6
5926,5944,6
356,978,6
7243,10394,6
281,2960,6
9386,9522,6
3021,9376,6
4042,4373,6
4053,5464,6
4083,4316,6
638,9077,6
9495,11400,6
5295,9749,6
9282,10806,6
1651,4069,6
9601,9679,6
9610,9672,6
2425,2464,6
2231,2336,6
61,2024,6
3298,12057,6
126,2335,6
4774,11834,6
7846,8529,6
3041,7853,6
4412,5500,6
950,5966,6
6817,6869,6
6824,6848,6
1865,6063,6
2773,6039,6
7657,7903,6
709,766,6
11376,12173,6
6072,8642,6
4322,4331,6
2221,2273,6
12544,12563,6
135,4827,6
2125,9366,6
7661,11587,6
1591,10244,6
1591,4685,6
7110,7186,6
11919,11957,6
5944,5991,6
5668,6707,6
2532,5016,6
3243,10253,6
4012,5414,6
2075,2328,6
11874,11898,6
420,6800,6
8684,11225,6
288,5459,6
556,7349,6
1643,5434,6
1662,2596,6
5330,7898,6
484,8262,6
10535,10576,6
2560,7870,6
6622,9626,6
10605,13564,6
10704,10712,6
1138,1482,6
1506,1569,6
378,1025,6
778,786,6
7832,7866,6
5771,5993,6
6825,6832,6
6825,6869,6
184,5788,6
2294,6071,6
2734,5769,6
2773,6077,6
6458,9294,6
3913,9516,6
2411,2457,6
368,752,6
368,392,6
724,792,6
6576,6666,6
4329,4331,6
2293,2295,6
10440,10486,6
92,8024,6
1947,1951,6
915,2867,6
945,1837,6
752,3476,6
7099,13221,6
8556,10244,6
1591,5101,6
5201,12374,6
6932,6938,6
3102,6927,6
2358,10227,6
3928,7613,6
7163,8593,6
4042,4339,6
407,5456,6
4080,4399,6
975,5464,6
5464,5490,6
1602,1652,6
3654,3675,6
3675,3678,6
1860,2054,6
1079,1860,6
10616,10661,6
6777,8644,6
2336,7898,6
2012,5330,6
2856,3829,6
1342,9057,6
5645,5648,6
2024,2231,6
8671,11513,6
844,859,6
274,650,6
5668,9834,6
6687,10447,6
3645,4811,6
1182,7318,6
4373,5788,6
2032,4717,6
7192,7581,6
362,1029,6
733,1095,6
701,1056,6
5410,5420,6
1314,4013,6
5402,5406,6
358,2537,6
1423,4968,6
2221,2236,6
760,8784,6
1970,1976,6
3820,4541,6
3122,3414,6
9385,10097,6
628,7191,6
8127,8142,6
4825,4879,6
643,2170,6
8445,8511,6
3278,4249,6
6529,8017,6
2408,8579,6
5404,5419,6
5026,5048,6
3528,8594,6
1089,4449,6
1635,5509,6
3330,7872,6
7809,8266,6
167,10819,6
2012,3028,6
1769,2100,6
10253,10271,6
6541,9752,6
2231,8260,6
13731,13753,6
852,889,6
812,839,6
1542,1569,6
3416,10661,6
10653,11872,6
12516,12586,6
5423,8209,6
997,5771,6
324,6408,6
6864,6898,6
1865,2759,6
9418,10651,6
2440,2489,6
1482,4059,6
4243,4296,6
1608,2556,6
3527,4389,6
1491,2082,6
9920,9987,6
1955,6136,6
360,9906,6
8566,9363,6
975,1818,6
1323,1370,6
739,3413,6
374,2105,6
7395,9956,6
1079,10097,6
3524,11676,6
4363,7919,6
1064,1378,6
311,10908,6
5448,5471,6
4399,5484,6
2969,4052,6
4083,4309,6
5026,5066,6
12727,12794,6
4404,4435,6
5019,5098,6
1158,2123,6
3112,3117,6
10024,10097,6
7162,10806,6
2776,5509,6
1715,5330,6
3298,7319,6
3448,5113,6
544,3486,6
805,899,6
255,650,6
4441,6805,6
6879,6891,6
4674,5494,6
4969,5500,6
6864,6870,6
9227,9247,6
758,3367,6
761,1013,6
760,762,6
10432,10937,6
2802,3046,6
2185,9063,6
2068,2097,6
2178,2183,6
1082,2972,6
312,356,6
2401,2482,6
3444,3471,6
1641,7220,6
11610,11808,6
11213,13620,6
1723,1775,6
11917,11919,6
2117,2489,6
1505,9522,6
407,5416,6
4012,4395,6
1464,5458,6
10267,10548,6
11803,11898,6
715,783,6
4716,5375,6
1378,4728,6
3677,5669,6
2090,3064,6
497,4774,6
1637,6560,6
1338,5198,6
2776,6745,6
1715,8260,6
1673,2531,6
8230,8270,6
3153,7243,6
7837,8355,6
1021,1043,6
749,774,6
477,6017,6
5869,5873,6
371,4823,6
3953,4410,6
5989,8037,6
716,792,6
354,392,6
752,797,6
745,6588,6
23,4978,6
6777,9255,6
11035,12073,6
4516,9867,6
5101,6591,6
9540,13249,6
6580,6585,6
6471,10097,6
2712,4344,6
5904,5909,6
8368,10022,6
1521,4430,6
92,3503,6
9777,9977,6
1064,7098,6
7679,10016,6
3465,9985,6
4080,5495,6
5440,5498,6
5421,5439,6
2462,7612,6
6774,6777,6
5009,5082,6
6208,9725,6
1164,8165,6
1246,1343,6
4000,6769,6
4542,5042,6
4468,7039,6
441,3735,6
7656,9709,6
4715,8735,6
10744,10791,6
3123,3169,6
3356,10377,6
381,795,6
501,10762,6
6017,6855,6
3576,6075,6
2886,6876,6
324,374,6
733,1001,6
915,4353,6
1818,5410,6
4667,4672,6
979,1315,6
928,1696,6
218,263,6
7187,10731,6
874,5491,6
5111,9540,6
8684,8686,6
752,1545,6
5982,5996,6
6689,7229,6
2489,8424,6
3432,7098,6
5431,5499,6
1666,5479,6
5404,5438,6
8411,8441,6
7363,7778,6
6464,7682,6
2272,2492,6
203,4080,6
10017,10023,6
10095,11280,6
8684,10089,6
10015,11280,6
9634,9677,6
9649,9686,6
2454,2488,6
75,8406,6
3735,8158,6
3735,7602,6
95,7685,6
484,1637,6
174,8260,6
1272,5792,6
763,9114,6
11315,11332,6
6765,6790,6
1800,7879,6
610,3146,6
275,3123,6
3153,10325,6
5668,7505,6
758,786,6
4942,6077,6
